"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 25 16:54:27 MSK 2020","Sat Jan 25 16:54:27 MSK 2020","15","tests","test_users_api","","","","test_user_does_not_exist",""
"passed","Sat Jan 25 16:54:26 MSK 2020","Sat Jan 25 16:54:27 MSK 2020","42","tests","test_users_api","","","","test_get_last_created_user",""
"passed","Sat Jan 25 16:54:27 MSK 2020","Sat Jan 25 16:54:27 MSK 2020","60","tests","test_users_api","","","","test_delete_user",""
"passed","Sat Jan 25 16:54:27 MSK 2020","Sat Jan 25 16:54:27 MSK 2020","63","tests","test_users_api","","","","test_update_user_email",""
"passed","Sat Jan 25 16:54:27 MSK 2020","Sat Jan 25 16:54:27 MSK 2020","71","tests","test_users_api","","","","test_update_user_age",""
"passed","Sat Jan 25 16:54:27 MSK 2020","Sat Jan 25 16:54:27 MSK 2020","38","tests","test_users_api","","","","test_get_random_user",""
"passed","Sat Jan 25 16:54:27 MSK 2020","Sat Jan 25 16:54:27 MSK 2020","100","tests","test_users_api","","","","test_update_user_mobile",""
"passed","Sat Jan 25 16:54:26 MSK 2020","Sat Jan 25 16:54:26 MSK 2020","81","tests","test_users_api","","","","test_post_users",""
"passed","Sat Jan 25 16:54:27 MSK 2020","Sat Jan 25 16:54:27 MSK 2020","63","tests","test_users_api","","","","test_update_user_name",""
